,created_at,id_str,conversation_id_str,full_text,twitter_lang,favorited,retweeted,retweet_count,favorite_count,reply_count,quote_count,quoted_status_id_str,quoted_status_short_url,quoted_status_expand_url,user_id_str,user_name,user_full_name,user_verified,in_reply_to_status_id_str,in_reply_to_user_id_str,hashtags,mentions,urls,media,preprocessed_created_at,preprocessed_data,emoji_list,emoticons_list,filename,preprocessed_data_without_hashtags,data_source,lang,score,langTb,lang_langdetect
4029,2021-07-01T20:59:47+00:00,1.4107e+18,1.4107e+18,Golfing To Victory || Followers Goal 54/100 || Come Hang With Us || #SOSColombia #NosEstanMatando https://t.co/W1iiznphGM,en,False,False,0.0,0.0,0.0,0.0,,,,595965515.0,AndresMerchan11,The Fkg Penguin,False,,,"#SOSColombia , #NosEstanMatando",,https://t.co/W1iiznphGM,[],2021-07-01,"['golfing', 'victory', 'follower', 'goal', 'come', 'hang', 'u', 'soscolombia', 'nosestanmatando']",[],[],oscolombia_ENGLISH_tweets_stweet.csv,"['golfing', 'victory', 'follower', 'goal', 'come', 'hang', 'u']",Twitter,en,,,
4037,2021-07-18T14:10:23+00:00,1.41676e+18,1.41676e+18,"At the Cannes film festival, actor Juan Pablo Urrego said: ""The youth in Colombia are fighting for their rights and they are being killed in the streets, they are assassinating social leaders, environmental leaders."" More at: https://t.co/5ODd70LN6k #SOSColombia #ParoNacional https://t.co/jQmmVvVvd0",en,False,False,18.0,24.0,0.0,1.0,,,,153515520.0,PBIcanada,Peace Brigades International - Canada,False,,,"#SOSColombia , #ParoNacional",,https://t.co/5ODd70LN6k,"[{""url"": ""https://pbs.twimg.com/media/E6lD0lfWYAIJx1H.jpg"", ""type"": ""photo""}]",2021-07-18,"['cannes', 'film', 'festival', 'actor', 'juan', 'pablo', 'urrego', 'say', 'youth', 'colombia', 'fight', 'right', 'kill', 'street', 'assassinate', 'social', 'leader', 'environmental', 'leader', 'soscolombia', 'paronacional']",[],['d:'],oscolombia_ENGLISH_tweets_stweet.csv,"['cannes', 'film', 'festival', 'actor', 'juan', 'pablo', 'urrego', 'say', 'youth', 'colombia', 'fight', 'right', 'kill', 'street', 'assassinate', 'social', 'leader', 'environmental', 'leader']",Twitter,en,,,
4038,2021-07-18T13:36:33+00:00,1.41675e+18,1.41675e+18,"🆘⚠️ DIFUNDIR ⚠️🆘 

@MisionONUCol @ONUHumanRights
@ONU_derechos  @JoeBiden @VP @RepMcGovern @nytimes
@guardian @Pontifex_es @baltasargarzon @France24_es #CensuraColombia
#SOSColombiaDDHH
#SOSColombia 
#MercenariosUribistas",en,False,False,0.0,1.0,0.0,0.0,1.42e+18,,,1.33216e+18,Juanetes33,Juan,False,,,"#CensuraColombia , #SOSColombiaDDHH , #SOSColombia , #MercenariosUribistas","MisionONUCol , ONUHumanRights , ONU_derechos , JoeBiden , VP , RepMcGovern , nytimes , guardian , Pontifex_es , baltasargarzon , France24_es",,[],2021-07-18,"['difundir', 'censuracolombia', 'soscolombiaddhh', 'soscolombia', 'mercenariosuribistas']",['🆘⚠️'],[],oscolombia_ENGLISH_tweets_stweet.csv,['difundir'],Twitter,en,,,
4060,2021-07-24T05:16:41+00:00,1.4188e+18,1.4188e+18,"🆘⚠️ DIFUNDIR ⚠️🆘 

@MisionONUCol @ONUHumanRights
@ONU_derechos  @JoeBiden @VP @RepMcGovern @nytimes
@guardian @Pontifex_es @baltasargarzon @France24_es #CensuraColombia
#SOSColombiaDDHH
#SOSColombia 
#MercenariosUribistas",en,False,False,1.0,0.0,0.0,0.0,1.42e+18,,,1.33216e+18,Juanetes33,Juan,False,,,"#CensuraColombia , #SOSColombiaDDHH , #SOSColombia , #MercenariosUribistas","MisionONUCol , ONUHumanRights , ONU_derechos , JoeBiden , VP , RepMcGovern , nytimes , guardian , Pontifex_es , baltasargarzon , France24_es",,[],2021-07-24,"['difundir', 'censuracolombia', 'soscolombiaddhh', 'soscolombia', 'mercenariosuribistas']",['🆘⚠️'],[],oscolombia_ENGLISH_tweets_stweet.csv,['difundir'],Twitter,en,,,
4074,2021-08-06T19:18:29+00:00,1.42373e+18,1.41817e+18,@OECD_local @ClaudiaLopez @matusvallo @yakisawyerr @prio91350 @obkurz @World_Mayor @CM_Braga @JuntosporBraga @rotterdam @City_Mayors @senasational321 @LivGaunt @Akhmouch This is the #Bogota of disgraced Mayor #ClaudiaLopez. #SOSColombiaDDHH #SOSColombia #Colombia,en,False,False,0.0,0.0,0.0,0.0,1.42e+18,,,1.39838e+18,L1LTLT,L1LTLT,False,1.42e+18,423285153.0,"#Bogota , #ClaudiaLopez , #SOSColombiaDDHH , #SOSColombia , #Colombia","OECD_local , ClaudiaLopez , matusvallo , yakisawyerr , prio91350 , obkurz , World_Mayor , CM_Braga , JuntosporBraga , rotterdam , City_Mayors , senasational321 , LivGaunt , Akhmouch",,[],2021-08-06,"['bogota', 'disgrace', 'mayor', 'claudialopez', 'soscolombiaddhh', 'soscolombia', 'colombia']",[],[],oscolombia_ENGLISH_tweets_stweet.csv,"['disgrace', 'mayor']",Twitter,en,,,
4076,2021-08-06T16:26:57+00:00,1.42368e+18,1.42368e+18,"@SenSchumer ⭕️Letter from Rebecca Sprößer, the #German citizen to whom the #Colombia govt tried to kill for supporting anti-govt protests. Her friend shield her &amp; received the 13 shots. They had received death threats. #justiciaparajhoansebastián #SOSColombiaDDHH #SOSColombia #ParoNacional 1 https://t.co/4cqaxeBX30",en,False,False,1.0,2.0,1.0,0.0,,,,1.39838e+18,L1LTLT,L1LTLT,False,1.42e+18,17494010.0,"#German , #Colombia , #justiciaparajhoansebastián , #SOSColombiaDDHH , #SOSColombia , #ParoNacional",SenSchumer,,"[{""url"": ""https://pbs.twimg.com/media/E8HvPftX0Ac_QHb.jpg"", ""type"": ""photo""}, {""url"": ""https://pbs.twimg.com/media/E8HvPfuX0Aw_NwH.jpg"", ""type"": ""photo""}, {""url"": ""https://pbs.twimg.com/media/E8HvPf0XIAQdOso.jpg"", ""type"": ""photo""}, {""url"": ""https://pbs.twimg.com/media/E8HvPgrWQAIp5r_.jpg"", ""type"": ""photo""}]",2021-08-06,"['letter', 'rebecca', 'sprößer', 'german', 'citizen', 'colombia', 'govt', 'try', 'kill', 'support', 'antigovt', 'protest', 'friend', 'shield', 'amp', 'receive', 'shot', 'receive', 'death', 'threat', 'justiciaparajhoansebastián', 'soscolombiaddhh', 'soscolombia', 'paronacional']",['⭕️'],[],oscolombia_ENGLISH_tweets_stweet.csv,"['letter', 'rebecca', 'sprößer', 'citizen', 'govt', 'try', 'kill', 'support', 'antigovt', 'protest', 'friend', 'shield', 'amp', 'receive', 'shot', 'receive', 'death', 'threat']",Twitter,en,,,
4077,2021-08-06T16:18:31+00:00,1.42368e+18,1.41817e+18,@OECD_local @ClaudiaLopez @matusvallo @yakisawyerr @prio91350 @obkurz @World_Mayor @CM_Braga @JuntosporBraga @rotterdam @City_Mayors @senasational321 @LivGaunt @Akhmouch This is the #Bogota of disgraced Mayor #ClaudiaLopez. #Police ESMAD attacking journalists. #SOSColombiaDDHH #SOSColombia #Colombia @hrw @KrocInstitute @ErnestoVerdeja @ebcorcoran1 @MirzaMahan @Anesis @ataliaomer @madhavjoshind @A_RashiedOmar @HouseDemocrats @SenateDems @AOC @AP,en,False,False,0.0,0.0,0.0,0.0,1.4e+18,,,1.39838e+18,L1LTLT,L1LTLT,False,1.42e+18,423285153.0,"#Bogota , #ClaudiaLopez , #Police , #SOSColombiaDDHH , #SOSColombia , #Colombia","OECD_local , ClaudiaLopez , matusvallo , yakisawyerr , prio91350 , obkurz , World_Mayor , CM_Braga , JuntosporBraga , rotterdam , City_Mayors , senasational321 , LivGaunt , Akhmouch , hrw , KrocInstitute , ErnestoVerdeja , ebcorcoran1 , MirzaMahan , Anesis , ataliaomer , madhavjoshind , A_RashiedOmar , HouseDemocrats , SenateDems , AOC , AP",,[],2021-08-06,"['bogota', 'disgrace', 'mayor', 'claudialopez', 'police', 'esmad', 'attack', 'journalist', 'soscolombiaddhh', 'soscolombia', 'colombia']",[],[],oscolombia_ENGLISH_tweets_stweet.csv,"['disgrace', 'mayor', 'esmad', 'attack', 'journalist']",Twitter,en,,,
4078,2021-08-06T16:15:31+00:00,1.42368e+18,1.41817e+18,@OECD_local @ClaudiaLopez @matusvallo @yakisawyerr @prio91350 @obkurz @World_Mayor @CM_Braga @JuntosporBraga @rotterdam @City_Mayors @senasational321 @LivGaunt @Akhmouch This is the #Bogota of disgraced Mayor #ClaudiaLopez. #Police ESMAD attacking the #Misak #INDIGENOUS people. #SOSColombiaDDHH #SOSColombia #Colombia @hrw @KrocInstitute @ErnestoVerdeja @ebcorcoran1 @MirzaMahan @Anesis @ataliaomer @madhavjoshind @A_RashiedOmar @HouseDemocrats @AOC,en,False,False,0.0,1.0,0.0,0.0,1.4e+18,,,1.39838e+18,L1LTLT,L1LTLT,False,1.42e+18,423285153.0,"#Bogota , #ClaudiaLopez , #Police , #Misak , #INDIGENOUS , #SOSColombiaDDHH , #SOSColombia , #Colombia","OECD_local , ClaudiaLopez , matusvallo , yakisawyerr , prio91350 , obkurz , World_Mayor , CM_Braga , JuntosporBraga , rotterdam , City_Mayors , senasational321 , LivGaunt , Akhmouch , hrw , KrocInstitute , ErnestoVerdeja , ebcorcoran1 , MirzaMahan , Anesis , ataliaomer , madhavjoshind , A_RashiedOmar , HouseDemocrats , AOC",,[],2021-08-06,"['bogota', 'disgrace', 'mayor', 'claudialopez', 'police', 'esmad', 'attack', 'misak', 'indigenous', 'people', 'soscolombiaddhh', 'soscolombia', 'colombia']",[],[],oscolombia_ENGLISH_tweets_stweet.csv,"['disgrace', 'mayor', 'esmad', 'attack', 'people']",Twitter,en,,,
4079,2021-08-06T16:09:58+00:00,1.42368e+18,1.41817e+18,@OECD_local @ClaudiaLopez @matusvallo @yakisawyerr @prio91350 @obkurz @World_Mayor @CM_Braga @JuntosporBraga @rotterdam @City_Mayors @senasational321 @LivGaunt @Akhmouch This is the #Bogota of disgraced Mayor #ClaudiaLopez.#Police ESMAD shoots at the protesters eyes and head #SOSColombiaDDHH #SOSColombia #Colombia @hrw @KrocInstitute @ErnestoVerdeja @ebcorcoran1 @MirzaMahan @Anesis @ataliaomer @madhavjoshind @A_RashiedOmar @HouseDemocrats @AOC,en,False,False,0.0,0.0,0.0,0.0,1.4e+18,,,1.39838e+18,L1LTLT,L1LTLT,False,1.42e+18,423285153.0,"#Bogota , #ClaudiaLopez , #Police , #SOSColombiaDDHH , #SOSColombia , #Colombia","OECD_local , ClaudiaLopez , matusvallo , yakisawyerr , prio91350 , obkurz , World_Mayor , CM_Braga , JuntosporBraga , rotterdam , City_Mayors , senasational321 , LivGaunt , Akhmouch , hrw , KrocInstitute , ErnestoVerdeja , ebcorcoran1 , MirzaMahan , Anesis , ataliaomer , madhavjoshind , A_RashiedOmar , HouseDemocrats , AOC",,[],2021-08-06,"['bogota', 'disgrace', 'mayor', 'claudialopez', 'police', 'esmad', 'shoot', 'protester', 'eye', 'head', 'soscolombiaddhh', 'soscolombia', 'colombia']",[],[],oscolombia_ENGLISH_tweets_stweet.csv,"['disgrace', 'mayor', 'esmad', 'shoot', 'protester', 'eye', 'head']",Twitter,en,,,
4080,2021-08-06T16:06:38+00:00,1.42368e+18,1.41817e+18,@OECD_local @ClaudiaLopez @matusvallo @yakisawyerr @prio91350 @obkurz @World_Mayor @CM_Braga @JuntosporBraga @rotterdam @City_Mayors @senasational321 @LivGaunt @Akhmouch This is the #Bogota of disgraced Mayor #ClaudiaLopez.#Police ESMAD shots directly to the protesters eyes and head #SOSColombiaDDHH #SOSColombia #Colombia @hrw @KrocInstitute @ErnestoVerdeja @ebcorcoran1 @MirzaMahan @Anesis @ataliaomer @madhavjoshind @A_RashiedOmar @HouseDemocrats,en,False,False,0.0,0.0,0.0,0.0,1.41e+18,,,1.39838e+18,L1LTLT,L1LTLT,False,1.42e+18,423285153.0,"#Bogota , #ClaudiaLopez , #Police , #SOSColombiaDDHH , #SOSColombia , #Colombia","OECD_local , ClaudiaLopez , matusvallo , yakisawyerr , prio91350 , obkurz , World_Mayor , CM_Braga , JuntosporBraga , rotterdam , City_Mayors , senasational321 , LivGaunt , Akhmouch , hrw , KrocInstitute , ErnestoVerdeja , ebcorcoran1 , MirzaMahan , Anesis , ataliaomer , madhavjoshind , A_RashiedOmar , HouseDemocrats",,[],2021-08-06,"['bogota', 'disgrace', 'mayor', 'claudialopez', 'police', 'esmad', 'shot', 'directly', 'protester', 'eye', 'head', 'soscolombiaddhh', 'soscolombia', 'colombia']",[],[],oscolombia_ENGLISH_tweets_stweet.csv,"['disgrace', 'mayor', 'esmad', 'shot', 'directly', 'protester', 'eye', 'head']",Twitter,en,,,
4082,2021-08-06T15:27:01+00:00,1.42367e+18,1.41817e+18,@OECD_local @ClaudiaLopez @matusvallo @yakisawyerr @prio91350 @obkurz @World_Mayor @CM_Braga @JuntosporBraga @rotterdam @City_Mayors @senasational321 @LivGaunt @Akhmouch ⭕️You have been fooled. This is the #Bogota of disgraced Mayor #ClaudiaLopez. Please do your research before your nominations. People have died because of her orders to the #Police &amp; ESMAD. Her nomination is an insult. Enjoy the 🧵👇🏽#SOSColombiaDDHH #SOSColombia #Colombia @hrw,en,False,False,0.0,0.0,0.0,0.0,1.41e+18,,,1.39838e+18,L1LTLT,L1LTLT,False,1.42e+18,423285153.0,"#Bogota , #ClaudiaLopez , #Police , #SOSColombiaDDHH , #SOSColombia , #Colombia","OECD_local , ClaudiaLopez , matusvallo , yakisawyerr , prio91350 , obkurz , World_Mayor , CM_Braga , JuntosporBraga , rotterdam , City_Mayors , senasational321 , LivGaunt , Akhmouch , hrw",,[],2021-08-06,"['fool', 'bogota', 'disgrace', 'mayor', 'claudialopez', 'please', 'research', 'nomination', 'people', 'die', 'order', 'police', 'amp', 'esmad', 'nomination', 'insult', 'enjoy', 'soscolombiaddhh', 'soscolombia', 'colombia']",['⭕️'],[],oscolombia_ENGLISH_tweets_stweet.csv,"['fool', 'disgrace', 'mayor', 'please', 'research', 'nomination', 'people', 'die', 'order', 'amp', 'esmad', 'nomination', 'insult', 'enjoy']",Twitter,en,,,
4088,2021-08-12T16:12:25+00:00,1.42585e+18,1.42217e+18,"@nytimesworld And report this
#ColombianGenocide #CapitalistRegime #SOSColombia #NosEstanMatando #NosEstanMasacrando  #SOSColombiaDDHH #QuienDioLaOrden #QuePareElGenocidio @JMVivancoHRW @alemEmbajador @SuizaColombia @SwedeninCOL @UKinColombia  @EUCouncil @UEenColombia @USEmbassyBogota",en,False,False,0.0,0.0,0.0,0.0,,,,9.39531e+17,latinapuntocom,Yira Aristizábal,False,1.42e+18,1877831.0,"#ColombianGenocide , #CapitalistRegime , #SOSColombia , #NosEstanMatando , #NosEstanMasacrando , #SOSColombiaDDHH , #QuienDioLaOrden , #QuePareElGenocidio","nytimesworld , JMVivancoHRW , alemEmbajador , SuizaColombia , SwedeninCOL , UKinColombia , EUCouncil , UEenColombia , USEmbassyBogota",,[],2021-08-12,"['repo', 'colombiangenocide', 'capitalistregime', 'soscolombia', 'nosestanmatando', 'nosestanmasacrando', 'soscolombiaddhh', 'quiendiolaorden', 'quepareelgenocidio']",[],[],oscolombia_ENGLISH_tweets_stweet.csv,['repo'],Twitter,en,,,
4091,2021-08-11T20:55:03+00:00,1.42556e+18,1.42555e+18,"@SecBlinken @POTUS Then Stop financing GENOCIDE in Colombia
#ColombianGenocide #CapitalistRegime #SOSColombia #NosEstanMatando #NosEstanMasacrando #SOSColombiaDDHH #QuienDioLaOrden #QuePareElGenocidio
@JMVivancoHRW @SuizaColombia @SwedeninCOL @UKinColombia @EUCouncil @UEenColombia @USEmbassyBogota",en,False,False,0.0,0.0,0.0,0.0,,,,9.39531e+17,latinapuntocom,Yira Aristizábal,False,1.43e+18,1.35e+18,"#ColombianGenocide , #CapitalistRegime , #SOSColombia , #NosEstanMatando , #NosEstanMasacrando , #SOSColombiaDDHH , #QuienDioLaOrden , #QuePareElGenocidio","SecBlinken , POTUS , JMVivancoHRW , SuizaColombia , SwedeninCOL , UKinColombia , EUCouncil , UEenColombia , USEmbassyBogota",,[],2021-08-11,"['stop', 'financing', 'genocide', 'colombia', 'colombiangenocide', 'capitalistregime', 'soscolombia', 'nosestanmatando', 'nosestanmasacrando', 'soscolombiaddhh', 'quiendiolaorden', 'quepareelgenocidio']",[],[],oscolombia_ENGLISH_tweets_stweet.csv,"['stop', 'financing', 'genocide', 'colombia']",Twitter,en,,,
4105,2021-08-09T19:34:00+00:00,1.42482e+18,1.42482e+18,"@RepKClark @RepStephenLynch @RepRichardNeal @sethmoulton @RepMcGovern @RepLoriTrahan @RepAuchincloss @USRepKeating should sign. #SOSColombia #NosEstanMatando 
https://t.co/Vg67PJQHyf",en,False,False,0.0,0.0,0.0,0.0,1.42e+18,,,2689059342.0,mibiquint,Michael Birenbaum Quintero,False,,2293131060.0,"#SOSColombia , #NosEstanMatando","RepKClark , RepStephenLynch , RepRichardNeal , sethmoulton , RepMcGovern , RepLoriTrahan , RepAuchincloss , USRepKeating",https://t.co/Vg67PJQHyf,[],2021-08-09,"['sign', 'soscolombia', 'nosestanmatando']",[],[],oscolombia_ENGLISH_tweets_stweet.csv,['sign'],Twitter,en,,,
4113,2021-08-22T02:27:28+00:00,1.42927e+18,1.42927e+18,"#MatarifeCap5 
#MatarifeCap4
#Matarife
#BuenosMuertos 
@IntlCrimCourt 
@CIDH 
@bbcmundo 
@nytimes 
@guardian 
@FRANCE24 
@France24_es 
@POTUS 
#SOSColombia
#SOSColombiaHHRR 
#SOSColombiaDDHH 
#Colombia 

Colombia needs URGENT and IMMEDIATE HELP from @IntlCrimCourt and @CIDH",en,False,False,1.0,1.0,0.0,0.0,1.43e+18,,,65159343.0,DiegoFM21,Diego FM,False,,,"#MatarifeCap5 , #MatarifeCap4 , #Matarife , #BuenosMuertos , #SOSColombia , #SOSColombiaHHRR , #SOSColombiaDDHH , #Colombia","IntlCrimCourt , CIDH , bbcmundo , nytimes , guardian , FRANCE24 , France24_es , POTUS , IntlCrimCourt , CIDH",,[],2021-08-22,"['matarifecap', 'matarifecap', 'matarife', 'buenosmuertos', 'soscolombia', 'soscolombiahhrr', 'soscolombiaddhh', 'colombia', 'colombia', 'need', 'urgent', 'immediate', 'help']",[],[],oscolombia_ENGLISH_tweets_stweet.csv,"['colombia', 'need', 'urgent', 'immediate', 'help']",Twitter,en,,,
4116,2021-08-19T18:21:32+00:00,1.42842e+18,1.42839e+18,"@BBCWorld Living under imperialism from Europe and the United States is the same
 #ColombianGenocide #CapitalistRegime #SOSColombia #NosEstanMatando #NosEstanMasacrando #SOSColombiaDDHH #QuienDioLaOrden #QuePareElGenocidio",en,False,False,0.0,0.0,0.0,0.0,,,,9.39531e+17,latinapuntocom,Yira Aristizábal,False,1.43e+18,742143.0,"#ColombianGenocide , #CapitalistRegime , #SOSColombia , #NosEstanMatando , #NosEstanMasacrando , #SOSColombiaDDHH , #QuienDioLaOrden , #QuePareElGenocidio",BBCWorld,,[],2021-08-19,"['living', 'imperialism', 'europe', 'united', 'state', 'colombiangenocide', 'capitalistregime', 'soscolombia', 'nosestanmatando', 'nosestanmasacrando', 'soscolombiaddhh', 'quiendiolaorden', 'quepareelgenocidio']",[],[],oscolombia_ENGLISH_tweets_stweet.csv,"['living', 'imperialism', 'europe', 'united', 'state']",Twitter,en,,,
4118,2021-08-18T14:06:30+00:00,1.428e+18,1.42799e+18,"Read &amp; share our 2nd collective letter to the president
@IvanDuque demanding that he and the #Colombian authorities uphold their #humanrights obligations and take urgent actions for the protection of human rights defenders.⬇️
https://t.co/esB6m9G7IF #soscolombia #SOSColombiaDDHH https://t.co/9PxpchoMy0",en,False,False,1.0,0.0,0.0,0.0,,,,245386306.0,ESCRNet,ESCR-Net / Red-DESC,False,1.43e+18,245386306.0,"#Colombian , #humanrights , #soscolombia , #SOSColombiaDDHH",IvanDuque,https://t.co/esB6m9G7IF,"[{""url"": ""https://pbs.twimg.com/ext_tw_video_thumb/1427995097799462920/pu/img/qxqcQr_GPtaw1RZ7.jpg"", ""type"": ""photo""}]",2021-08-18,"['read', 'amp', 'share', 'nd', 'collective', 'letter', 'president', 'demand', 'colombian', 'authority', 'uphold', 'humanrights', 'obligation', 'take', 'urgent', 'action', 'protection', 'human', 'right', 'defender', 'soscolombia', 'soscolombiaddhh']",['⬇️'],[],oscolombia_ENGLISH_tweets_stweet.csv,"['read', 'amp', 'share', 'nd', 'collective', 'letter', 'president', 'demand', 'authority', 'uphold', 'obligation', 'take', 'urgent', 'action', 'protection', 'human', 'right', 'defender']",Twitter,en,,,
4148,2021-06-30T21:59:09+00:00,1.41036e+18,1.41036e+18,"young protester is beaten unconscious by the Colombian Riot Police or ESMAD. Dozens have been murdered by State forces
#SOSColombiaNosEstanMatando
#soscolombia
#HumanRights
#HumanRightsViolations",en,False,False,1.0,1.0,0.0,0.0,1.41e+18,,,1.22255e+18,Eduardo98708389,Eduardo Charry,False,,,"#SOSColombiaNosEstanMatando , #soscolombia , #HumanRights , #HumanRightsViolations",,,[],2021-06-30,"['young', 'protester', 'beaten', 'unconscious', 'colombian', 'riot', 'police', 'esmad', 'dozen', 'murder', 'state', 'force', 'soscolombianosestanmatando', 'soscolombia', 'humanrights', 'humanrightsviolations']",[],[],oscolombia_ENGLISH_tweets_stweet.csv,"['young', 'protester', 'beaten', 'unconscious', 'colombian', 'riot', 'police', 'esmad', 'dozen', 'murder', 'state', 'force']",Twitter,en,,,
4157,2021-07-24T00:32:16+00:00,1.41873e+18,1.41862e+18,"@PrensaRural @RATIVAJOSE @Credhos_Paz @TembloresOng @hrw_espanol @DefensoriaCol @SemanarioVOZ @AidaAvellaE @SandraComunes @marchapatriota @IAP_Colombia @PBIColombia @ONUHumanRights #ColombianGenocide #CapitalistRegime #SOSColombia #NosEstanMatando  #QuienDioLaOrden #QuePareElGenocidio
Soooo Democratic
@JMVivancoHRW @alemEmbajador @SuizaColombia @SwedeninCOL @UKinColombia @France_Colombia @EUCouncil @UEenColombia @USEmbassyBogota",en,False,False,0.0,1.0,0.0,0.0,,,,9.39531e+17,latinapuntocom,Yira Aristizábal,False,1.42e+18,168156777.0,"#ColombianGenocide , #CapitalistRegime , #SOSColombia , #NosEstanMatando , #QuienDioLaOrden , #QuePareElGenocidio","PrensaRural , RATIVAJOSE , Credhos_Paz , TembloresOng , hrw_espanol , DefensoriaCol , SemanarioVOZ , AidaAvellaE , SandraComunes , marchapatriota , IAP_Colombia , PBIColombia , ONUHumanRights , JMVivancoHRW , alemEmbajador , SuizaColombia , SwedeninCOL , UKinColombia , France_Colombia , EUCouncil , UEenColombia , USEmbassyBogota",,[],2021-07-24,"['colombiangenocide', 'capitalistregime', 'soscolombia', 'nosestanmatando', 'quiendiolaorden', 'quepareelgenocidio', 'sooo', 'democratic']",[],[],oscolombia_ENGLISH_tweets_stweet.csv,"['sooo', 'democratic']",Twitter,en,,,
4162,2021-07-23T18:01:28+00:00,1.41863e+18,1.41863e+18,"Remember #VenezuelanOil?
We're the country next 2 it.
#ColombianGenocide #CapitalistRegime #SOSColombia #NosEstanMatando #NosEstanMasacrando #SOSColombiaDDHH #QuienDioLaOrden #QuePareElGenocidio @JMVivancoHRW @alemEmbajador @SwedeninCOL @UKinColombia @France_Colombia @EUCouncil",en,False,False,0.0,0.0,0.0,0.0,1.42e+18,,,9.39531e+17,latinapuntocom,Yira Aristizábal,False,,,"#VenezuelanOil , #ColombianGenocide , #CapitalistRegime , #SOSColombia , #NosEstanMatando , #NosEstanMasacrando , #SOSColombiaDDHH , #QuienDioLaOrden , #QuePareElGenocidio","JMVivancoHRW , alemEmbajador , SwedeninCOL , UKinColombia , France_Colombia , EUCouncil",,[],2021-07-23,"['remember', 'venezuelanoil', 'country', 'next', 'colombiangenocide', 'capitalistregime', 'soscolombia', 'nosestanmatando', 'nosestanmasacrando', 'soscolombiaddhh', 'quiendiolaorden', 'quepareelgenocidio']",[],[],oscolombia_ENGLISH_tweets_stweet.csv,"['remember', 'country', 'next']",Twitter,en,,,
4169,2021-07-23T03:49:31+00:00,1.41842e+18,1.41842e+18,"#Colombian police flash their private areas to citizens and protesters @telesurenglish @KawsachunNews @MintPressNews @AppleNews @JustinTrudeau #SOSColombiaDDHH #SOSColombia #Colombia
https://t.co/r0QELBfZQN",en,False,False,0.0,0.0,0.0,0.0,,,,23916808.0,iJonniM,Jonni Martinez ,False,,,"#Colombian , #SOSColombiaDDHH , #SOSColombia , #Colombia","telesurenglish , KawsachunNews , MintPressNews , AppleNews , JustinTrudeau",,"[{""url"": ""https://pbs.twimg.com/ext_tw_video_thumb/1417931581034008584/pu/img/XDneJpvhHogzOZe4.jpg"", ""type"": ""photo""}]",2021-07-23,"['colombian', 'police', 'flash', 'private', 'area', 'citizen', 'protester', 'soscolombiaddhh', 'soscolombia', 'colombia']",[],[],oscolombia_ENGLISH_tweets_stweet.csv,"['police', 'flash', 'private', 'area', 'citizen', 'protester']",Twitter,en,,,
4182,2021-07-22T21:02:01+00:00,1.41832e+18,1.4183e+18,@PowerUSAID @POTUS ⭕️Good to know. And what about the last 3 months of crackdown by #Colombia #police on the peaceful protesters❓Is this what @USAID is sending 💰 ⁉️#SOSColombiaDDHH #SOSColombia #ParoNacional #HumanRightsViolations @CopsRBad @USAIDSCharles @USAIDOTI @USAIDSavesLives @USAIDGH,en,False,False,1.0,1.0,0.0,0.0,1.42e+18,,,1.39838e+18,L1LTLT,L1LTLT,False,1.42e+18,1.38e+18,"#Colombia , #police , #SOSColombiaDDHH , #SOSColombia , #ParoNacional , #HumanRightsViolations","PowerUSAID , POTUS , USAID , CopsRBad , USAIDSCharles , USAIDOTI , USAIDSavesLives , USAIDGH",,[],2021-07-22,"['good', 'know', 'last', 'month', 'crackdown', 'colombia', 'police', 'peaceful', 'protestersis', 'send', 'soscolombiaddhh', 'soscolombia', 'paronacional', 'humanrightsviolations']",['⭕️'],[],oscolombia_ENGLISH_tweets_stweet.csv,"['good', 'know', 'last', 'month', 'crackdown', 'peaceful', 'protestersis', 'send']",Twitter,en,,,
4229,2021-07-21T04:17:17+00:00,1.4177e+18,1.41749e+18,@miguelangel345 @CUBADECIDE @WHAAsstSecty @RosaMariaPaya @CIDH @cristiancrespoj #washington #miami stop hiding this #ElParoNoPara #sosColombia 👇🏼 https://t.co/cZOrLjCDAu,en,False,False,0.0,0.0,0.0,0.0,,,,1.30236e+18,AdoptedInvestor,Adopted_Investor,False,1.42e+18,82660561.0,"#washington , #miami , #ElParoNoPara , #sosColombia","miguelangel345 , CUBADECIDE , WHAAsstSecty , RosaMariaPaya , CIDH , cristiancrespoj",,"[{""url"": ""https://pbs.twimg.com/ext_tw_video_thumb/1417700029373026305/pu/img/T3RoeMbCbFweriVc.jpg"", ""type"": ""photo""}]",2021-07-21,"['washington', 'miami', 'stop', 'hiding', 'elparonopara', 'soscolombia']",['👇🏼'],[],oscolombia_ENGLISH_tweets_stweet.csv,"['stop', 'hiding']",Twitter,en,,,
